District|block|cluster|school_code|school_name|moi|student_id|gender|dob|mother_tongue|class_section|assessment_name|programme_name|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56
bangalore|bangalore south(banashankari)|kaggalipura|30225|TARALLU|kannada|1442898|male|2006-02-21|telugu|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|0|1|0|1|1|1|0|1|0|0|1|1|0
bangalore|sumangali seva ashrama|kodihalli|33458|DOMMALURU|kannada|1506056|female|2006-01-16|urdu|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|33458|DOMMALURU|kannada|1506057|female|2006-03-22|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642384|female|2007-06-02|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|0|0|1|0|1|1|0|0|0|1|0|1|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642386|female|2007-03-14|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642381|male|2006-09-21|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|kaggalipura|30225|TARALLU|kannada|1442899|female|2007-05-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642799|female|2008-02-21|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|0|1|1|0
bangalore|bangalore south(banashankari)|kaggalipura|30225|TARALLU|kannada|1442896|male|2006-09-16|telugu|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|0|1|0|1|1|1|0|1|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642794|female|2008-01-26|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642795|female|2008-03-25|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|0|0|1|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642792|female|2007-12-25|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642388|female|2008-06-19|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642790|male|2007-12-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1642791|female|2007-11-24|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|0|0|1|1|1|1|1|0|0|1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631871|male|2009-08-04|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631872|female|2009-06-27|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631874|female|2008-11-26|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631877|female|2008-08-27|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631971|male|2008-06-23|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631977|female|2008-06-25|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1623588|female|2008-04-10|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622919|male|2008-07-27|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622916|male|2007-06-09|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622917|female|2000-01-12|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1623584|male|2008-07-12|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622915|female|2008-07-14|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|1|0|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|00|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622912|male|2008-04-16|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30646|SUDHAMANAGAR 1|kannada|1622913|female|2008-06-09|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1623580|female|2008-06-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1623581|female|2006-12-19|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642379|female|2007-01-30|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642374|male|2008-01-25|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0
bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|kannada|1642376|male|2008-01-20|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642739|female|2008-01-16|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1500716|female|2007-01-08|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631880|female|2008-12-02|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631882|male|2006-05-18|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631885|male|2009-01-08|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631887|female|2009-04-02|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1452636|female|2006-08-10|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1452635|female|2008-01-24|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1452630|female|2007-04-23|hindi|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30664|KODIHALLI|kannada|1452631|female|2006-09-17|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621758|male|2007-02-18|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1631998|female|2008-02-28|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621751|female|2008-08-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621753|male|2008-05-08|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621755|female|2008-01-29|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621757|female|2008-08-29|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|sumangali seva ashrama|kodihalli|30960|BABASAHEB COLONY 2|kannada|1621756|female|2008-07-18|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|kannada|1648384|female|2008-04-24|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0
bangalore|sumangali seva ashrama|kodihalli|30952|JEEVANBHIMANAGAR|kannada|1621647|female|2008-01-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631345|male|2000-09-01|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631428|female|2007-09-21|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631426|male|2007-10-07|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631422|female|2007-10-04|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631423|female|2008-11-27|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|30377|GOTTIGERE|kannada|1631349|male|2008-03-19|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642770|male|2008-07-24|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|0|0|1|1|1|1|0|0|1|0|0|1|0|0|1|1|0|1|1|0|1|1|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1450298|male|2007-02-10|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1450299|female|2007-02-08|konkani|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|0|0|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1450296|female|2006-06-09|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|kannada|1450297|male|2007-02-07|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642749|male|2007-03-28|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|0|1|1|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642744|female|2008-01-05|kannada|Anganwadi Class|Pretest|Anganwadi Assessment||||||||||||||||||||||||||||||||||||||||||||||||||||||||
bangalore|bangalore south(banashankari)|konnana kunte|31062|DODDAKAMMANAHALLI|kannada|1630892|male|2008-06-12|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642746|male|2008-04-15|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|0|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642741|female|2008-03-07|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|0|0|1|1|1|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|konnana kunte|31062|DODDAKAMMANAHALLI|kannada|1630896|female|2008-06-04|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0
bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|kannada|1642742|male|2008-02-28|kannada|Anganwadi Class|Pretest|Anganwadi Assessment|1|0|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|1|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
